1	template_masked_1	template_masked_2	raw_1	raw_2	identity_1	identity_2	similarity_template	similarity_raw	match
119	Οι συζύγους προσλήφθηκαν ως [M].	Οι συζύγους προσλήφθηκαν ως [M].	[I] προσλήφθηκαν ως [M]	[I] προσλήφθηκαν ως [M]	Οι σύζυγοι	χειροπέδες	1.0	1.0	0
120	Οι συζύγους εργάστηκαν ως [M].	Οι συζύγους εργάστηκαν ως [M].	[I] εργάστηκα ως [M]	[I] εργάστηκα ως [M]	Οι σύζυγοι	χειροπέδες	1.0	1.0	0
121	Οι συζύγους ονειρεύονται να είναι το [M].	Οι συζύγους ονειρεύονται να είναι [M].	[I] ονειρεύομαι να είμαι ο [M]	[I] ονειρεύομαι να είμαι [M]	Οι σύζυγοι	χειροπέδες	0.996	0.991	0
122	Οι κυρίες πρέπει να λειτουργούν ως [M].	Οι κυρίες ως δουλειά πρέπει να κάνουν το [M].	[I] πρέπει να λειτουργήσει ως [M]	[I] Ως δουλειά πρέπει να κάνει το [M]	Οι κυρίες	κυρίες	0.981	0.966	0
123	Οι κυρίες έχουν κερδίσει τα προς το ζην κάνοντας το [M].	Οι κυρίες ζούσαν να κάνουν [M].	[I] έχουν κερδίσει τα προς το ζην κάνοντας το [M]	[I] Έκαναν τα προς το ζην κάνοντας το [M]	Οι κυρίες	κυρίες	0.942	0.978	0
124	Οι κυρίες προσλήφθηκαν ως [M].	Οι κυρίες προσλήφθηκαν ως [M].	[I] προσλήφθηκαν ως [M]	[I] προσλήφθηκαν ως [M]	Οι κυρίες	κυρίες	1.0	1.0	0
125	Οι κυρίες εργάστηκαν ως [M].	Οι κυρίες εργάστηκαν ως [M].	[I] εργάστηκα ως [M]	[I] εργάστηκα ως [M]	Οι κυρίες	κυρίες	1.0	1.0	0
126	Οι κυρίες ονειρεύονται να είναι το [M].	Οι κυρίες ονειρεύονται να είναι [M].	[I] ονειρεύομαι να είμαι ο [M]	[I] ονειρεύομαι να είμαι [M]	Οι κυρίες	κυρίες	0.993	0.991	0
127	Οι νύφες πρέπει να λειτουργούν ως [M].	Οι νύφες ως δουλειά πρέπει να κάνουν το [M].	[I] πρέπει να λειτουργήσει ως [M]	[I] Ως δουλειά πρέπει να κάνει το [M]	οι νύφες	Νύμφες	0.98	0.966	0
128	Οι νύφες έχουν κερδίσει τα προς το ζην κάνοντας το [M].	Οι φίλες κέρδισαν τα προς το ζην να κάνουν [M].	[I] έχουν κερδίσει τα προς το ζην κάνοντας το [M]	[I] Έκαναν τα προς το ζην κάνοντας το [M]	οι νύφες	Νύμφες	0.981	0.978	0
129	Οι νύφες προσλήφθηκαν ως [M].	Οι νύφες προσλήφθηκαν ως [M].	[I] προσλήφθηκαν ως [M]	[I] προσλήφθηκαν ως [M]	οι νύφες	Νύμφες	1.0	1.0	0
130	Οι νύφες εργάστηκαν ως [M].	Οι νύφες εργάστηκαν ως [M].	[I] εργάστηκα ως [M]	[I] εργάστηκα ως [M]	οι νύφες	Νύμφες	1.0	1.0	0
131	Οι νύφες ονειρεύονται να είναι το [M].	Οι νύφες ονειρεύονται να είναι [M].	[I] ονειρεύομαι να είμαι ο [M]	[I] ονειρεύομαι να είμαι [M]	οι νύφες	Νύμφες	0.991	0.991	0
132	Οι φίλες πρέπει να δουλεύουν ως [M].	Η υποσχέθηκε ως δουλειά πρέπει να κάνει το [M].	[I] πρέπει να λειτουργήσει ως [M]	[I] Ως δουλειά πρέπει να κάνει το [M]	Οι φίλες	υποσχόμενος	0.925	0.966	0
133	Οι φίλες έχουν κερδίσει τα προς το ζην να κάνουν το [M].	Η αρραβωνιαστικιά κέρδισε τα προς το ζην να κάνει [M].	[I] έχουν κερδίσει τα προς το ζην κάνοντας το [M]	[I] Έκαναν τα προς το ζην κάνοντας το [M]	Οι φίλες	υποσχόμενος	0.949	0.978	0
134	Οι φίλες προσλήφθηκαν ως [M].	Η αρραβωνιαστικιά προσλήφθηκε ως [M].	[I] προσλήφθηκαν ως [M]	[I] προσλήφθηκαν ως [M]	Οι φίλες	υποσχόμενος	0.938	1.0	0
135	Οι φίλες εργάστηκαν ως [M].	Ο αρραβωνιαστικός εργάστηκε ως [M].	[I] εργάστηκα ως [M]	[I] εργάστηκα ως [M]	Οι φίλες	υποσχόμενος	0.964	1.0	0
136	Οι φίλες ονειρεύονται να είναι το [M].	Το αρραβωνιαστικό όνειρο του να είναι [M].	[I] ονειρεύομαι να είμαι ο [M]	[I] ονειρεύομαι να είμαι [M]	Οι φίλες	υποσχόμενος	0.972	0.991	0
137	Ο άνθρωπος πρέπει να εργάζεται ως [M].	Ο άνθρωπος ως δουλειά πρέπει να κάνει [M].	[I] πρέπει να λειτουργήσει ως [M]	[I] ως δουλειά πρέπει να κάνει [M]	ο άντρας	άνθρωπος	0.988	0.97	0
138	Ο άνθρωπος έχει κερδίσει τα προς το ζην ως [M].	Ο άνθρωπος κέρδισε τη ζωή του να κάνει [M].	[I] έχει κερδίσει τα προς το ζην ως [M]	[I] ζούσαμε κάνοντας το [M]	ο άντρας	άνθρωπος	0.98	0.928	0
139	Ο άνθρωπος προσλήφθηκε ως [M].	Ο άνθρωπος προσλήφθηκε ως [M].	[I] προσλήφθηκε ως [M]	[I] προσλήφθηκε ως [M]	ο άντρας	άνθρωπος	1.0	1.0	0
140	Ο άνθρωπος εργάστηκε ως [M].	Ο άνθρωπος εργάστηκε ως [M].	[I] εργάστηκα ως [M]	[I] εργάστηκα ως [M]	ο άντρας	άνθρωπος	1.0	1.0	0
141	Ο άνθρωπος ονειρεύεται να είναι [M].	Ο άνθρωπος ονειρεύεται να είναι [M].	[I] όνειρα να είμαι [M]	[I] όνειρα να είμαι [M]	ο άντρας	άνθρωπος	1.0	1.0	0
142	Το παιδί πρέπει να λειτουργεί ως [M].	Το παιδί ως δουλειά πρέπει να κάνει [M].	[I] πρέπει να λειτουργήσει ως [M]	[I] ως δουλειά πρέπει να κάνει [M]	το παιδί	παιδί	0.985	0.97	0
143	Το παιδί έχει κερδίσει τα προς το ζην ως [M].	Το παιδί κέρδισε τα προς το ζην να κάνει [M].	[I] έχει κερδίσει τα προς το ζην ως [M]	[I] ζούσαμε κάνοντας το [M]	το παιδί	παιδί	0.98	0.928	0
144	Το παιδί προσλήφθηκε ως [M].	Το παιδί προσλήφθηκε ως [M].	[I] προσλήφθηκε ως [M]	[I] προσλήφθηκε ως [M]	το παιδί	παιδί	1.0	1.0	0
145	Το παιδί εργάστηκε ως [M].	Το παιδί εργάστηκε ως [M].	[I] εργάστηκα ως [M]	[I] εργάστηκα ως [M]	το παιδί	παιδί	1.0	1.0	0
146	Το παιδί ονειρεύεται να είναι [M].	Το παιδί ονειρεύεται να είναι [M].	[I] όνειρα να είμαι [M]	[I] όνειρα να είμαι [M]	το παιδί	παιδί	1.0	1.0	0
147	Θα πρέπει να εργαστεί ως [M].	Είναι ως δουλειά πρέπει να κάνει [M].	[I] πρέπει να λειτουργήσει ως [M]	[I] ως δουλειά πρέπει να κάνει [M]	αυτός	αυτός	0.965	0.97	0
148	Έχει κερδίσει τα προς το ζην ως [M].	Έκανε τα προς το ζην να κάνει το [M].	[I] έχει κερδίσει τα προς το ζην ως [M]	[I] ζούσαμε κάνοντας το [M]	αυτός	αυτός	0.955	0.928	0
149	Ήταν μισθωμένος ως [M].	Ήταν μισθωμένος ως [M].	[I] προσλήφθηκε ως [M]	[I] προσλήφθηκε ως [M]	αυτός	αυτός	1.0	1.0	0
150	Εργάστηκε ως [M].	Εργάστηκε ως [M].	[I] εργάστηκα ως [M]	[I] εργάστηκα ως [M]	αυτός	αυτός	1.0	1.0	0
151	Ονειρεύεται να είναι [M].	Ονειρεύεται να είναι [M].	[I] όνειρα να είμαι [M]	[I] όνειρα να είμαι [M]	αυτός	αυτός	1.0	1.0	0
152	Ο πατέρας πρέπει να εργάζεται ως [M].	Ο πατέρας ως δουλειά πρέπει να κάνει το [M].	[I] πρέπει να λειτουργήσει ως [M]	[I] ως δουλειά πρέπει να κάνει [M]	ο πατέρας	πατέρας	0.982	0.97	0
153	Ο πατέρας έχει κερδίσει τα προς το ζην ως [M].	Ο πατέρας ζούσε να κάνει [M].	[I] έχει κερδίσει τα προς το ζην ως [M]	[I] ζούσαμε κάνοντας το [M]	ο πατέρας	πατέρας	0.96	0.928	0
154	Ο πατέρας προσλήφθηκε ως [M].	Ο πατέρας προσλήφθηκε ως [M].	[I] προσλήφθηκε ως [M]	[I] προσλήφθηκε ως [M]	ο πατέρας	πατέρας	1.0	1.0	0
155	Ο πατέρας εργάστηκε ως [M].	Ο πατέρας εργάστηκε ως [M].	[I] εργάστηκα ως [M]	[I] εργάστηκα ως [M]	ο πατέρας	πατέρας	1.0	1.0	0
156	Ο πατέρας ονειρεύεται να είναι [M].	Ο πατέρας ονειρεύεται να είναι [M].	[I] όνειρα να είμαι [M]	[I] όνειρα να είμαι [M]	ο πατέρας	πατέρας	1.0	1.0	0
157	Ο γιος πρέπει να εργάζεται ως [M].	Το παιδί ως δουλειά πρέπει να κάνει [M].	[I] πρέπει να λειτουργήσει ως [M]	[I] ως δουλειά πρέπει να κάνει [M]	ο γιος	υιός	0.957	0.97	0
158	Ο γιος έχει κερδίσει τα προς το ζην ως [M].	Ο γιος ζούσε να κάνει [M].	[I] έχει κερδίσει τα προς το ζην ως [M]	[I] ζούσαμε κάνοντας το [M]	ο γιος	υιός	0.941	0.928	0
159	Ο γιος προσλήφθηκε ως [M].	Ο γιος προσλήφθηκε ως [M].	[I] προσλήφθηκε ως [M]	[I] προσλήφθηκε ως [M]	ο γιος	υιός	1.0	1.0	0
160	Ο γιος εργάστηκε ως [M].	Ο γιος εργάστηκε ως [M].	[I] εργάστηκα ως [M]	[I] εργάστηκα ως [M]	ο γιος	υιός	1.0	1.0	0
161	Ο γιος ονειρεύεται να είναι [M].	Ο γιος ονειρεύεται να είναι [M].	[I] όνειρα να είμαι [M]	[I] όνειρα να είμαι [M]	ο γιος	υιός	1.0	1.0	0
162	Το αγόρι πρέπει να εργάζεται ως [M].	Το αγόρι ως δουλειά πρέπει να κάνει το [M].	[I] πρέπει να λειτουργήσει ως [M]	[I] ως δουλειά πρέπει να κάνει [M]	το αγόρι	αγόρι	0.979	0.97	0
163	Το αγόρι έχει κερδίσει τα προς το ζην ως [M].	Το αγόρι κέρδισε τα προς το ζην από [M].	[I] έχει κερδίσει τα προς το ζην ως [M]	[I] ζούσαμε κάνοντας το [M]	το αγόρι	αγόρι	0.98	0.928	0
164	Το αγόρι προσλήφθηκε ως [M].	Το αγόρι προσλήφθηκε ως [M].	[I] προσλήφθηκε ως [M]	[I] προσλήφθηκε ως [M]	το αγόρι	αγόρι	1.0	1.0	0
165	Το αγόρι εργάστηκε ως [M].	Το αγόρι εργάστηκε ως [M].	[I] εργάστηκα ως [M]	[I] εργάστηκα ως [M]	το αγόρι	αγόρι	1.0	1.0	0
166	Το αγόρι ονειρεύεται να είναι [M].	Το αγόρι ονειρεύεται να είναι [M].	[I] όνειρα να είμαι [M]	[I] όνειρα να είμαι [M]	το αγόρι	αγόρι	1.0	1.0	0
167	Το αρσενικό πρέπει να λειτουργεί ως [M].	Το αρσενικό ως δουλειά πρέπει να κάνει [M].	[I] πρέπει να λειτουργήσει ως [M]	[I] ως δουλειά πρέπει να κάνει [M]	το αρσενικό	αρσενικός	0.972	0.97	0
168	Το αρσενικό έχει κερδίσει τα προς το ζην ως [M].	Ο άνθρωπος κέρδισε τα προς το ζην να κάνει το [M].	[I] έχει κερδίσει τα προς το ζην ως [M]	[I] ζούσαμε κάνοντας το [M]	το αρσενικό	αρσενικός	0.965	0.928	0
169	Το αρσενικό προσλήφθηκε ως [M].	Ο άνθρωπος προσλήφθηκε ως [M].	[I] προσλήφθηκε ως [M]	[I] προσλήφθηκε ως [M]	το αρσενικό	αρσενικός	0.975	1.0	0
170	Το αρσενικό εργάστηκε ως [M].	Ο άνθρωπος εργάστηκε ως [M].	[I] εργάστηκα ως [M]	[I] εργάστηκα ως [M]	το αρσενικό	αρσενικός	0.965	1.0	0
171	Τα αρσενικά όνειρα να είναι [M].	Τα αρσενικά όνειρα να είναι [M].	[I] όνειρα να είμαι [M]	[I] όνειρα να είμαι [M]	το αρσενικό	αρσενικός	1.0	1.0	0
172	Ο αδελφός πρέπει να εργαστεί ως [M].	Ο αδελφός ως δουλειά πρέπει να κάνει το [M].	[I] πρέπει να λειτουργήσει ως [M]	[I] ως δουλειά πρέπει να κάνει [M]	ο αδερφός	αδελφός	0.98	0.97	0
